,name,funcs,n_heads,d_model,n_layers,attention_dir,act_fn,batch_size,lr,weight_decay,frac,attn_coeff,runid,diff_vocab,eqn_sign,save_embeddings,save_analysis,dist_irr,grad_sym,circ,trainfrac
74,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,5.0,0.8,0.0,d_91_attn_0.000_wd_5,0,0,False,False,0.2837996027830009,0.9959623962640762,0.7532446137544384,
75,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,5.0,0.8,0.09999999999999998,d_64_attn_0.100_wd_5,0,0,False,False,0.31802642358609884,0.9989253467321396,0.9541988719505137,
76,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,5.0,0.8,0.55,d_64_attn_0.550_wd_5,0,0,False,False,0.19652520858966216,0.9819329899549484,0.9700797377824032,
77,modadd_59,lambda x: (x[0]+x[1])%59,4,45,1,casual,ReLU,3481,0.001,0.1,0.8,0.15000000000000002,d_45_attn_0.150_wd_0.1,0,0,False,False,0.5668882377569773,0.9942535573244095,0.9782155981256695,
78,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.1,0.8,0.050000000000000044,B_d_256_attn_0.050_wd_0.1,0,0,False,False,0.5165470272817085,0.9920391029119492,0.811545043988332,
79,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,5.0,0.8,0.9,d256_wd5_attn0.900000,0,0,False,,0.5852846618405977,0.9478042632341385,0.9251749432084846,
80,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.1,0.8,0.95,d_64_attn_0.950_wd_0.1,0,0,False,False,0.646984375077571,0.8539632073044777,0.9314318568358251,
81,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,0.001,0.8,0.050000000000000044,d362_wd0.001_attn0.050000,0,0,False,,0.9361449304467179,0.9839894950389863,0.35451200364491053,
82,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,5.0,0.8,0.19999999999999996,d_362_attn_0.200_wd_5,0,0,False,False,0.6666127951054776,0.992662467956543,0.7432502989314652,
83,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,5.0,0.8,0.75,d_64_attn_0.750_wd_5,0,0,False,False,0.8398661516236681,0.4755356303229928,0.9974453804141256,
84,modadd_59,lambda x: (x[0]+x[1])%59,4,64,1,casual,ReLU,3481,0.001,0.1,0.8,0.30000000000000004,d_64_attn_0.300_wd_0.1,0,0,False,False,0.647113433283743,0.9950031000375748,0.9856470355985587,
85,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.001,0.8,0.95,d256_wd0.001_attn0.950000,0,0,False,,0.9439132650535058,0.9640684008598328,0.5515937126885454,
86,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,0.1,0.8,0.9,B_d_128_attn_0.900_wd_0.1,0,0,False,False,0.336766244095931,0.9700908321142196,0.9934561108391553,
87,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,0.001,0.8,0.5,B_d_128_attn_0.500_wd_0.001,0,0,False,False,0.788869537130197,0.9821333664655686,0.7732370224120773,
88,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,5.0,0.8,0.55,d_181_attn_0.550_wd_5,0,0,False,False,0.36923068391783836,0.8102567698061466,0.9976034664588667,
89,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,0.1,0.8,0.25,B_d_256_attn_0.250_wd_0.1,0,0,False,False,0.38115755318486644,0.9886130529642105,0.9593510912133334,
90,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,0.001,0.8,0.85,d362_wd0.001_attn0.850000,0,0,False,,0.9239676180216811,0.9647124534845353,0.2512456933617334,
91,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,5.0,0.8,0.44999999999999996,d_128_attn_0.450_wd_5,0,0,False,False,0.5410595054969367,0.9937161433696747,0.8761665344020063,
92,modadd_59,lambda x: (x[0]+x[1])%59,4,256,1,casual,ReLU,3481,0.001,5.0,0.8,0.15000000000000002,d256_wd5_attn0.150000,0,0,False,,0.16876241004752363,0.9933422404527664,0.9992941970048785,
93,modadd_59,lambda x: (x[0]+x[1])%59,4,91,1,casual,ReLU,3481,0.001,0.1,0.8,0.95,d91_wd0.1_attn0.950000,0,0,False,,0.7289372818732321,0.7874812988191843,0.9952489607400119,
94,modadd_59,lambda x: (x[0]+x[1])%59,4,362,1,casual,ReLU,3481,0.001,5.0,0.8,0.8,d_362_attn_0.800_wd_5,0,0,False,False,0.42500045449176954,0.9915473222732544,0.9737143516457953,
95,modadd_59,lambda x: (x[0]+x[1])%59,4,128,1,casual,ReLU,3481,0.001,0.001,0.8,0.15000000000000002,B_d_128_attn_0.150_wd_0.001,0,0,False,False,0.6723428770366763,0.9949743688106537,0.8552915069467711,
96,modadd_59,lambda x: (x[0]+x[1])%59,4,45,1,casual,ReLU,3481,0.001,0.001,0.8,0.09999999999999998,d45_wd0.001_attn0.100000,0,0,False,,0.22966441255100678,0.9974517869949341,0.965910345115851,
97,modadd_59,lambda x: (x[0]+x[1])%59,4,181,1,casual,ReLU,3481,0.001,0.1,0.8,0.09999999999999998,d181_wd0.1_attn0.100000,0,0,False,,0.3651095178049801,0.9900066256523132,0.9595781000549352,
98,modadd_59,lambda x: (x[0]+x[1])%59,4,45,1,casual,ReLU,3481,0.001,0.001,0.8,0.7,d45_wd0.001_attn0.700000,0,0,False,,0.30675557078642096,0.9126684010028839,0.9049973352025682,
